"Subjects";"phase";"encodage";"catego";"img";"RT_raw";"RespKey_raw";"Resp_raw"
5;"testing";"New";"animal";"poussin";574.653137207031;"s";1
5;"testing";"New";"animal";"chat";385.730987548828;"s";1
5;"testing";"New";"animal";"coq";375.788940429688;"s";1
5;"testing";"New";"animal";"grillon";458.154205322266;"s";1
5;"testing";"New";"animal";"lion";417.529113769531;"s";1
5;"testing";"New";"animal";"panda";396.83984375;"s";1
5;"testing";"New";"animal";"perroquet";431.526885986328;"s";1
5;"testing";"New";"animal";"vache";529.090881347656;"s";1
5;"testing";"New";"animal";"chevre";403.37109375;"l";0
5;"testing";"New";"animal";"chimpanze";435.781005859375;"s";1
5;"testing";"New";"animal";"crocodile";395.606994628906;"s";1
5;"testing";"New";"animal";"dinde";482.779968261719;"s";1
5;"testing";"V";"object";"canette";489.701995849609;"l";1
5;"testing";"V";"object";"flute";490.263946533203;"l";1
5;"testing";"V";"object";"gong";437.603942871094;"l";1
5;"testing";"V";"object";"imprimante";445.165161132812;"l";1
5;"testing";"V";"object";"moto";490.347869873047;"l";1
5;"testing";"V";"object";"piano";486.744873046875;"l";1
5;"testing";"V";"object";"tondeuse";398.383850097656;"l";1
5;"testing";"VA";"object";"aspirateur";360.104095458984;"l";1
5;"testing";"VA";"object";"ciseaux";460.077056884766;"l";1
5;"testing";"VA";"object";"cloche";478.399047851562;"l";1
5;"testing";"VA";"object";"cornemuse";353.204956054688;"l";1
5;"testing";"VA";"object";"harpe";636.458129882812;"l";1
5;"testing";"VA";"object";"helicoptere";529.384155273438;"l";1
5;"testing";"VA";"object";"telephone";478.703033447266;"l";1
5;"testing";"VI";"object";"agraffeuse";429.480072021484;"l";1
5;"testing";"VI";"object";"ambulance";364.104034423828;"l";1
5;"testing";"VI";"object";"batterie";510.444152832031;"l";1
5;"testing";"VI";"object";"guitarelec";550.625061035156;"l";1
5;"testing";"VI";"object";"marteau";437.098022460938;"l";1
5;"testing";"VI";"object";"saxophone";476.691009521484;"l";1
5;"testing";"VI";"object";"sifflet";480.697143554688;"l";1
5;"testing";"New";"object";"tronconneuse";493.096832275391;"l";1
5;"testing";"New";"object";"train";461.829895019531;"l";1
5;"testing";"New";"object";"triangle";368.170013427734;"l";1
5;"testing";"New";"object";"allumette";1500;NA;-1
5;"testing";"New";"object";"balai";378.126159667969;"l";1
5;"testing";"New";"object";"perceuse";487.747192382812;"l";1
5;"testing";"New";"object";"police";446.483856201172;"l";1
5;"testing";"New";"object";"reveil";509.475952148438;"l";1
5;"testing";"New";"object";"trompette";357.540130615234;"l";1
5;"testing";"New";"object";"xylophone";383.98193359375;"l";1
5;"testing";"New";"object";"harmonica";367.233032226562;"l";1
5;"testing";"New";"object";"machinecrire";365.054840087891;"l";1
5;"testing";"New";"object";"machinelaver";385.9560546875;"l";1
5;"testing";"New";"object";"maracas";506.282806396484;"l";1
5;"testing";"New";"object";"marteaupiqueur";389.757873535156;"l";1
5;"testing";"New";"object";"ventilateur";516.89697265625;"l";1
5;"testing";"New";"object";"violon";393.980041503906;"l";1
5;"testing";"New";"object";"carabine";500.571014404297;"l";1
5;"testing";"New";"object";"guitare";412.070037841797;"l";1
5;"testing";"New";"object";"scie";413.270935058594;"l";1
5;"testing";"New";"object";"sechecheveux";394.233947753906;"l";1
6;"testing";"V";"animal";"canard";627.008178710938;"l";1
6;"testing";"V";"animal";"dauphin";481.034027099609;"l";1
6;"testing";"V";"animal";"loup";436.713928222656;"l";1
6;"testing";"V";"animal";"moustique";542.841918945312;"l";1
6;"testing";"V";"animal";"pigeon";540.591979980469;"l";1
6;"testing";"V";"animal";"pivert";646.7890625;"l";1
6;"testing";"V";"animal";"serpent";519.0849609375;"l";1
6;"testing";"VA";"animal";"aigle";621.819030761719;"l";1
6;"testing";"VA";"animal";"baleine";461.658966064453;"l";1
6;"testing";"VA";"animal";"chameau";609.090087890625;"l";1
6;"testing";"VA";"animal";"chien";531.248107910156;"l";1
6;"testing";"VA";"animal";"cochon";559.627990722656;"l";1
6;"testing";"VA";"animal";"elephant";566.648986816406;"l";1
6;"testing";"VA";"animal";"poule";478.927856445312;"l";1
6;"testing";"VI";"animal";"abeille";542.653076171875;"l";1
6;"testing";"VI";"animal";"ane";555.530090332031;"l";1
6;"testing";"VI";"animal";"canari";456.304077148438;"l";1
6;"testing";"VI";"animal";"chouette";565.190063476562;"l";1
6;"testing";"VI";"animal";"cochondinde";526.401977539062;"l";1
6;"testing";"VI";"animal";"grenouille";600.169189453125;"l";1
6;"testing";"VI";"animal";"mouton";545.488098144531;"l";1
6;"testing";"New";"animal";"mouette";520.507080078125;"l";1
6;"testing";"New";"animal";"otarie";1039.8330078125;"l";1
6;"testing";"New";"animal";"tigre";526.56005859375;"l";1
6;"testing";"New";"animal";"cerf";502.174133300781;"l";1
6;"testing";"New";"animal";"cheval";438.176879882812;"l";1
6;"testing";"New";"animal";"corbeau";611.783996582031;"l";1
6;"testing";"New";"animal";"hippopotame";512.897033691406;"l";1
6;"testing";"New";"animal";"mouche";547.650085449219;"l";1
6;"testing";"New";"animal";"ours";513.517883300781;"l";1
6;"testing";"New";"animal";"poussin";497.103942871094;"l";1
6;"testing";"New";"animal";"chat";885.351196289062;"l";1
6;"testing";"New";"animal";"coq";520.350952148438;"l";1
6;"testing";"New";"animal";"grillon";444.112060546875;"l";1
6;"testing";"New";"animal";"lion";586.552124023438;"l";1
6;"testing";"New";"animal";"panda";537.908081054688;"l";1
6;"testing";"New";"animal";"perroquet";520.228149414062;"l";1
6;"testing";"New";"animal";"vache";475.543975830078;"l";1
6;"testing";"New";"animal";"chevre";565.689086914062;"l";1
6;"testing";"New";"animal";"chimpanze";579.764831542969;"l";1
6;"testing";"New";"animal";"crocodile";588.127868652344;"l";1
6;"testing";"New";"animal";"dinde";446.930877685547;"l";1
6;"testing";"V";"object";"aspirateur";659.876098632812;"s";1
6;"testing";"V";"object";"ciseaux";627.153869628906;"s";1
6;"testing";"V";"object";"cloche";602.141845703125;"s";1
6;"testing";"V";"object";"cornemuse";587.688903808594;"s";1
6;"testing";"V";"object";"harpe";484.747161865234;"s";1
6;"testing";"V";"object";"helicoptere";711.804138183594;"s";1
6;"testing";"V";"object";"telephone";573.048828125;"s";1
6;"testing";"VA";"object";"agraffeuse";611.994995117188;"s";1
6;"testing";"VA";"object";"ambulance";662.305114746094;"s";1
6;"testing";"VA";"object";"batterie";456.130981445312;"s";1
6;"testing";"VA";"object";"guitarelec";553.457946777344;"s";1
6;"testing";"VA";"object";"marteau";514.591918945312;"s";1
6;"testing";"VA";"object";"saxophone";577.066162109375;"s";1
6;"testing";"VA";"object";"sifflet";640.528930664062;"s";1
6;"testing";"VI";"object";"canette";510.580078125;"s";1
6;"testing";"VI";"object";"flute";567.651062011719;"s";1
6;"testing";"VI";"object";"gong";707.533813476562;"s";1
6;"testing";"VI";"object";"imprimante";495.064025878906;"s";1
6;"testing";"VI";"object";"moto";551.05712890625;"s";1
6;"testing";"VI";"object";"piano";513.844970703125;"s";1
6;"testing";"VI";"object";"tondeuse";509.387023925781;"s";1
6;"testing";"New";"object";"tronconneuse";674.195068359375;"s";1
6;"testing";"New";"object";"train";587.548034667969;"s";1
6;"testing";"New";"object";"triangle";573.669921875;"s";1
6;"testing";"New";"object";"allumette";868.754150390625;"s";1
6;"testing";"New";"object";"balai";607.575866699219;"s";1
6;"testing";"New";"object";"perceuse";550.412902832031;"s";1
6;"testing";"New";"object";"police";459.944000244141;"s";1
6;"testing";"New";"object";"reveil";493.254180908203;"s";1
6;"testing";"New";"object";"trompette";531.532043457031;"s";1
6;"testing";"New";"object";"xylophone";523.329956054688;"s";1
6;"testing";"New";"object";"harmonica";569.792053222656;"s";1
6;"testing";"New";"object";"machinecrire";586.9638671875;"s";1
6;"testing";"New";"object";"machinelaver";503.239868164062;"s";1
6;"testing";"New";"object";"maracas";558.868896484375;"s";1
6;"testing";"New";"object";"marteaupiqueur";555.636901855469;"s";1
6;"testing";"New";"object";"ventilateur";602.601989746094;"s";1
6;"testing";"New";"object";"violon";434.1630859375;"s";1
6;"testing";"New";"object";"carabine";506.390808105469;"s";1
6;"testing";"New";"object";"guitare";495.133148193359;"s";1
6;"testing";"New";"object";"scie";704.2958984375;"s";1
6;"testing";"New";"object";"sechecheveux";486.931091308594;"s";1
7;"testing";"V";"animal";"chat";526.574157714844;"l";1
7;"testing";"V";"animal";"coq";571.48193359375;"l";1
7;"testing";"V";"animal";"grillon";605.555053710938;"l";1
7;"testing";"V";"animal";"lion";522.243957519531;"l";1
7;"testing";"V";"animal";"panda";585.451110839844;"l";1
7;"testing";"V";"animal";"perroquet";488.157043457031;"l";1
7;"testing";"V";"animal";"vache";396.702056884766;"l";1
7;"testing";"VA";"animal";"chevre";496.407989501953;"l";1
7;"testing";"VA";"animal";"chimpanze";578.869079589844;"l";1
7;"testing";"VA";"animal";"crocodile";523.390075683594;"l";1
7;"testing";"VA";"animal";"dinde";440.396057128906;"l";1
7;"testing";"VA";"animal";"mouette";539.862182617188;"l";1
7;"testing";"VA";"animal";"otarie";622.910949707031;"l";1
7;"testing";"VA";"animal";"tigre";488.080017089844;"l";1
7;"testing";"VI";"animal";"cerf";429.071899414062;"l";1
7;"testing";"VI";"animal";"cheval";474.092010498047;"l";1
7;"testing";"VI";"animal";"corbeau";478.391174316406;"l";1
7;"testing";"VI";"animal";"hippopotame";435.230010986328;"l";1
7;"testing";"VI";"animal";"mouche";533.378845214844;"s";0
7;"testing";"VI";"animal";"ours";512.592102050781;"l";1
7;"testing";"VI";"animal";"poussin";469.957122802734;"l";1
7;"testing";"New";"animal";"aigle";499.14501953125;"l";1
7;"testing";"New";"animal";"baleine";510.298980712891;"l";1
7;"testing";"New";"animal";"chameau";655.555969238281;"l";1
7;"testing";"New";"animal";"chien";345.946075439453;"l";1
7;"testing";"New";"animal";"cochon";427.729858398438;"l";1
7;"testing";"New";"animal";"elephant";594.578979492188;"l";1
7;"testing";"New";"animal";"poule";577.080017089844;"l";1
7;"testing";"New";"animal";"abeille";564.361083984375;"l";1
7;"testing";"New";"animal";"ane";488.119140625;"l";1
7;"testing";"New";"animal";"canari";553.93408203125;"l";1
7;"testing";"New";"animal";"chouette";515.439025878906;"l";1
7;"testing";"New";"animal";"cochondinde";620.600952148438;"l";1
7;"testing";"New";"animal";"grenouille";642.195007324219;"l";1
7;"testing";"New";"animal";"mouton";581.404907226562;"l";1
7;"testing";"New";"animal";"canard";404.183135986328;"l";1
7;"testing";"New";"animal";"dauphin";480.077972412109;"l";1
7;"testing";"New";"animal";"loup";475.258117675781;"l";1
7;"testing";"New";"animal";"moustique";741.343017578125;"l";1
7;"testing";"New";"animal";"pigeon";483.524078369141;"l";1
7;"testing";"New";"animal";"pivert";568.463806152344;"l";1
7;"testing";"New";"animal";"serpent";557.405944824219;"l";1
7;"testing";"V";"object";"harmonica";1004.03692626953;"s";1
7;"testing";"V";"object";"machinecrire";1140.58618164062;"s";1
7;"testing";"V";"object";"machinelaver";485.356811523438;"s";1
7;"testing";"V";"object";"maracas";552.821899414062;"s";1
7;"testing";"V";"object";"marteaupiqueur";577.684875488281;"s";1
7;"testing";"V";"object";"ventilateur";540.734069824219;"s";1
7;"testing";"V";"object";"violon";512.826904296875;"s";1
7;"testing";"VA";"object";"carabine";360.518920898438;"s";1
7;"testing";"VA";"object";"guitare";681.003784179688;"s";1
7;"testing";"VA";"object";"scie";518.428100585938;"s";1
7;"testing";"VA";"object";"sechecheveux";441.135894775391;"s";1
7;"testing";"VA";"object";"tronconneuse";630.598083496094;"s";1
7;"testing";"VA";"object";"train";485.574951171875;"s";1
7;"testing";"VA";"object";"triangle";557.244995117188;"s";1
7;"testing";"VI";"object";"allumette";704.208862304688;"s";1
7;"testing";"VI";"object";"balai";531.661987304688;"s";1
7;"testing";"VI";"object";"perceuse";715.326782226562;"s";1
7;"testing";"VI";"object";"police";505.935180664062;"s";1
7;"testing";"VI";"object";"reveil";521.419982910156;"s";1
7;"testing";"VI";"object";"trompette";494.996795654297;"s";1
7;"testing";"VI";"object";"xylophone";518.142944335938;"s";1
7;"testing";"New";"object";"agraffeuse";492.708190917969;"s";1
7;"testing";"New";"object";"ambulance";679.774047851562;"s";1
7;"testing";"New";"object";"batterie";472.160095214844;"s";1
7;"testing";"New";"object";"guitarelec";465.77001953125;"s";1
7;"testing";"New";"object";"marteau";501.692047119141;"s";1
7;"testing";"New";"object";"saxophone";995.888977050781;"s";1
7;"testing";"New";"object";"sifflet";603.842041015625;"s";1
7;"testing";"New";"object";"canette";951.669921875;"s";1
7;"testing";"New";"object";"flute";501.657958984375;"s";1
7;"testing";"New";"object";"gong";508.905883789062;"s";1
7;"testing";"New";"object";"imprimante";523.191955566406;"s";1
7;"testing";"New";"object";"moto";487.000946044922;"s";1
7;"testing";"New";"object";"piano";487.990142822266;"s";1
7;"testing";"New";"object";"tondeuse";481.173980712891;"s";1
7;"testing";"New";"object";"aspirateur";894.901062011719;"s";1
7;"testing";"New";"object";"ciseaux";514.144165039062;"s";1
7;"testing";"New";"object";"cloche";495.089996337891;"s";1
7;"testing";"New";"object";"cornemuse";534.719970703125;"s";1
7;"testing";"New";"object";"harpe";390.549194335938;"s";1
7;"testing";"New";"object";"helicoptere";578.127868652344;"s";1
7;"testing";"New";"object";"telephone";466.896057128906;"s";1
8;"testing";"V";"animal";"chevre";520.43603515625;"s";1
8;"testing";"V";"animal";"chimpanze";558.365112304688;"s";1
8;"testing";"V";"animal";"crocodile";575.536987304688;"s";1
8;"testing";"V";"animal";"dinde";547.466979980469;"s";1
8;"testing";"V";"animal";"mouette";580.10888671875;"s";1
8;"testing";"V";"animal";"otarie";473.909851074219;"s";1
8;"testing";"V";"animal";"tigre";434.803955078125;"s";1
8;"testing";"VA";"animal";"cerf";592.4580078125;"s";1
8;"testing";"VA";"animal";"cheval";549.010986328125;"s";1
8;"testing";"VA";"animal";"corbeau";552.222961425781;"s";1
8;"testing";"VA";"animal";"hippopotame";483.158813476562;"s";1
8;"testing";"VA";"animal";"mouche";417.059906005859;"s";1
8;"testing";"VA";"animal";"ours";527.663940429688;"s";1
8;"testing";"VA";"animal";"poussin";462.680114746094;"s";1
8;"testing";"VI";"animal";"chat";542.860046386719;"s";1
8;"testing";"VI";"animal";"coq";495.94091796875;"s";1
8;"testing";"VI";"animal";"grillon";411.568176269531;"s";1
8;"testing";"VI";"animal";"lion";482.105010986328;"s";1
8;"testing";"VI";"animal";"panda";382.707122802734;"s";1
8;"testing";"VI";"animal";"perroquet";553.626037597656;"s";1
8;"testing";"VI";"animal";"vache";568.303100585938;"s";1
8;"testing";"New";"animal";"aigle";1415.60791015625;"s";1
8;"testing";"New";"animal";"baleine";562.029846191406;"s";1
8;"testing";"New";"animal";"chameau";556.990844726562;"s";1
8;"testing";"New";"animal";"chien";546.321166992188;"s";1
8;"testing";"New";"animal";"cochon";479.854095458984;"s";1
8;"testing";"New";"animal";"elephant";423.134796142578;"l";0
8;"testing";"New";"animal";"poule";523.154968261719;"s";1
8;"testing";"New";"animal";"abeille";766.9990234375;"s";1
8;"testing";"New";"animal";"ane";678.152770996094;"s";1
8;"testing";"New";"animal";"canari";480.099914550781;"s";1
8;"testing";"New";"animal";"chouette";457.377899169922;"s";1
8;"testing";"New";"animal";"cochondinde";463.149780273438;"s";1
8;"testing";"New";"animal";"grenouille";705.6279296875;"s";1
8;"testing";"New";"animal";"mouton";535.35009765625;"s";1
8;"testing";"New";"animal";"canard";512.871032714844;"s";1
8;"testing";"New";"animal";"dauphin";499.524108886719;"s";1
8;"testing";"New";"animal";"loup";571.214172363281;"s";1
8;"testing";"New";"animal";"moustique";508.563049316406;"s";1
8;"testing";"New";"animal";"pigeon";517.081970214844;"s";1
8;"testing";"New";"animal";"pivert";605.702880859375;"s";1
8;"testing";"New";"animal";"serpent";493.121856689453;"s";1
8;"testing";"V";"object";"carabine";659.791015625;"l";1
8;"testing";"V";"object";"guitare";990.980163574219;"l";1
8;"testing";"V";"object";"scie";484.811065673828;"l";1
8;"testing";"V";"object";"sechecheveux";487.101806640625;"l";1
8;"testing";"V";"object";"tronconneuse";530.544982910156;"l";1
8;"testing";"V";"object";"train";566.282043457031;"l";1
8;"testing";"V";"object";"triangle";544.050903320312;"l";1
8;"testing";"VA";"object";"allumette";898.7939453125;"l";1
8;"testing";"VA";"object";"balai";555.732971191406;"l";1
8;"testing";"VA";"object";"perceuse";435.701141357422;"l";1
8;"testing";"VA";"object";"police";496.330017089844;"l";1
8;"testing";"VA";"object";"reveil";563.560974121094;"l";1
8;"testing";"VA";"object";"trompette";478.52587890625;"l";1
8;"testing";"VA";"object";"xylophone";580.852966308594;"l";1
8;"testing";"VI";"object";"harmonica";568.176025390625;"l";1
8;"testing";"VI";"object";"machinecrire";-141.363861083984;"s";0
8;"testing";"VI";"object";"machinelaver";524.06689453125;"l";1
8;"testing";"VI";"object";"maracas";540.515869140625;"l";1
8;"testing";"VI";"object";"marteaupiqueur";514.801025390625;"l";1
8;"testing";"VI";"object";"ventilateur";623.014953613281;"l";1
8;"testing";"VI";"object";"violon";447.269927978516;"l";1
8;"testing";"New";"object";"agraffeuse";503.684051513672;"l";1
8;"testing";"New";"object";"ambulance";490.734100341797;"l";1
8;"testing";"New";"object";"batterie";414.267059326172;"l";1
8;"testing";"New";"object";"guitarelec";500.672821044922;"l";1
8;"testing";"New";"object";"marteau";489.083038330078;"l";1
8;"testing";"New";"object";"saxophone";567.900207519531;"l";1
8;"testing";"New";"object";"sifflet";446.954010009766;"l";1
8;"testing";"New";"object";"canette";556.359069824219;"l";1
8;"testing";"New";"object";"flute";566.583862304688;"l";1
8;"testing";"New";"object";"gong";679.049987792969;"l";1
8;"testing";"New";"object";"imprimante";522.172912597656;"l";1
8;"testing";"New";"object";"moto";442.695129394531;"l";1
8;"testing";"New";"object";"piano";597.861022949219;"l";1
8;"testing";"New";"object";"tondeuse";459.545837402344;"l";1
8;"testing";"New";"object";"aspirateur";451.573852539062;"l";1
8;"testing";"New";"object";"ciseaux";555.195068359375;"l";1
8;"testing";"New";"object";"cloche";417.800201416016;"l";1
8;"testing";"New";"object";"cornemuse";557.008972167969;"l";1
8;"testing";"New";"object";"harpe";558.381774902344;"l";1
8;"testing";"New";"object";"helicoptere";589.434143066406;"l";1
8;"testing";"New";"object";"telephone";516.512878417969;"l";1
9;"testing";"V";"animal";"cerf";414.905059814453;"s";1
9;"testing";"V";"animal";"cheval";554.593078613281;"s";1
9;"testing";"V";"animal";"corbeau";435.115112304688;"s";1
9;"testing";"V";"animal";"hippopotame";613.055969238281;"s";1
9;"testing";"V";"animal";"mouche";517.93408203125;"s";1
9;"testing";"V";"animal";"ours";518.3818359375;"s";1
9;"testing";"V";"animal";"poussin";489.722015380859;"s";1
9;"testing";"VA";"animal";"chat";460.684051513672;"s";1
9;"testing";"VA";"animal";"coq";522.595153808594;"s";1
9;"testing";"VA";"animal";"grillon";425.548065185547;"s";1
9;"testing";"VA";"animal";"lion";446.609985351562;"s";1
9;"testing";"VA";"animal";"panda";411.5390625;"s";1
9;"testing";"VA";"animal";"perroquet";482.382049560547;"s";1
9;"testing";"VA";"animal";"vache";878.721008300781;"s";1
9;"testing";"VI";"animal";"chevre";609.930053710938;"s";1
9;"testing";"VI";"animal";"chimpanze";469.923980712891;"s";1
9;"testing";"VI";"animal";"crocodile";482.991943359375;"s";1
9;"testing";"VI";"animal";"dinde";524.144165039062;"s";1
9;"testing";"VI";"animal";"mouette";477.385986328125;"s";1
9;"testing";"VI";"animal";"otarie";502.188934326172;"s";1
9;"testing";"VI";"animal";"tigre";527.778137207031;"s";1
9;"testing";"New";"animal";"aigle";589.789855957031;"s";1
9;"testing";"New";"animal";"baleine";561.929016113281;"s";1
9;"testing";"New";"animal";"chameau";440.800903320312;"s";1
9;"testing";"New";"animal";"chien";398.488037109375;"s";1
9;"testing";"New";"animal";"cochon";486.051086425781;"s";1
9;"testing";"New";"animal";"elephant";576.438903808594;"s";1
9;"testing";"New";"animal";"poule";413.655029296875;"s";1
9;"testing";"New";"animal";"abeille";451.260101318359;"s";1
9;"testing";"New";"animal";"ane";565.387023925781;"s";1
9;"testing";"New";"animal";"canari";429.445037841797;"s";1
9;"testing";"New";"animal";"chouette";488.091949462891;"s";1
9;"testing";"New";"animal";"cochondinde";794.633178710938;"s";1
9;"testing";"New";"animal";"grenouille";466.670989990234;"s";1
9;"testing";"New";"animal";"mouton";509.678131103516;"s";1
9;"testing";"New";"animal";"canard";514.905944824219;"s";1
9;"testing";"New";"animal";"dauphin";519.556030273438;"s";1
9;"testing";"New";"animal";"loup";440.319061279297;"s";1
9;"testing";"New";"animal";"moustique";529.4990234375;"s";1
9;"testing";"New";"animal";"pigeon";677.990905761719;"s";1
9;"testing";"New";"animal";"pivert";570.657043457031;"s";1
9;"testing";"New";"animal";"serpent";670.119018554688;"s";1
9;"testing";"V";"object";"allumette";508.688934326172;"l";1
9;"testing";"V";"object";"balai";483.06298828125;"l";1
9;"testing";"V";"object";"perceuse";481.364013671875;"l";1
9;"testing";"V";"object";"police";478.813171386719;"l";1
9;"testing";"V";"object";"reveil";557.165832519531;"l";1
9;"testing";"V";"object";"trompette";502.989044189453;"l";1
9;"testing";"V";"object";"xylophone";468.539947509766;"l";1
9;"testing";"VA";"object";"harmonica";705.501098632812;"l";1
9;"testing";"VA";"object";"machinecrire";529.109008789062;"l";1
9;"testing";"VA";"object";"machinelaver";452.836975097656;"l";1
9;"testing";"VA";"object";"maracas";513.938903808594;"l";1
9;"testing";"VA";"object";"marteaupiqueur";501.773132324219;"l";1
9;"testing";"VA";"object";"ventilateur";465.905181884766;"l";1
9;"testing";"VA";"object";"violon";580.328002929688;"l";1
9;"testing";"VI";"object";"carabine";446.205841064453;"l";1
9;"testing";"VI";"object";"guitare";490.442047119141;"l";1
9;"testing";"VI";"object";"scie";440.500030517578;"l";1
9;"testing";"VI";"object";"sechecheveux";474.678039550781;"l";1
9;"testing";"VI";"object";"tronconneuse";442.901123046875;"l";1
9;"testing";"VI";"object";"train";481.244079589844;"l";1
9;"testing";"VI";"object";"triangle";466.173889160156;"l";1
9;"testing";"New";"object";"agraffeuse";470.349060058594;"l";1
9;"testing";"New";"object";"ambulance";500.390991210938;"l";1
9;"testing";"New";"object";"batterie";493.700988769531;"l";1
9;"testing";"New";"object";"guitarelec";443.284027099609;"l";1
9;"testing";"New";"object";"marteau";475.718963623047;"l";1
9;"testing";"New";"object";"saxophone";527.243835449219;"l";1
9;"testing";"New";"object";"sifflet";554.702026367188;"l";1
9;"testing";"New";"object";"canette";480.983032226562;"l";1
9;"testing";"New";"object";"flute";384.340057373047;"l";1
9;"testing";"New";"object";"gong";487.756011962891;"l";1
9;"testing";"New";"object";"imprimante";450.672149658203;"l";1
9;"testing";"New";"object";"moto";435.599090576172;"l";1
9;"testing";"New";"object";"piano";542.254943847656;"l";1
9;"testing";"New";"object";"tondeuse";462.053070068359;"l";1
9;"testing";"New";"object";"aspirateur";477.39697265625;"l";1
9;"testing";"New";"object";"ciseaux";479.940887451172;"l";1
9;"testing";"New";"object";"cloche";607.800964355469;"l";1
9;"testing";"New";"object";"cornemuse";526.208190917969;"l";1
9;"testing";"New";"object";"harpe";474.884979248047;"l";1
9;"testing";"New";"object";"helicoptere";644.841918945312;"l";1
9;"testing";"New";"object";"telephone";508.93115234375;"l";1
10;"testing";"V";"animal";"aigle";547.549011230469;"l";1
10;"testing";"V";"animal";"baleine";565.039855957031;"l";1
10;"testing";"V";"animal";"chameau";452.482940673828;"l";1
10;"testing";"V";"animal";"chien";720.345031738281;"l";1
10;"testing";"V";"animal";"cochon";514.066955566406;"l";1
10;"testing";"V";"animal";"elephant";470.458038330078;"l";1
10;"testing";"V";"animal";"poule";581.269958496094;"l";1
10;"testing";"VA";"animal";"abeille";450.4599609375;"l";1
10;"testing";"VA";"animal";"ane";755.907043457031;"l";1
10;"testing";"VA";"animal";"canari";-775.598022460938;"s";0
10;"testing";"VA";"animal";"chouette";571.713928222656;"l";1
10;"testing";"VA";"animal";"cochondinde";547.924987792969;"l";1
10;"testing";"VA";"animal";"grenouille";552.884094238281;"l";1
10;"testing";"VA";"animal";"mouton";490.334045410156;"l";1
10;"testing";"VI";"animal";"canard";533.877136230469;"l";1
10;"testing";"VI";"animal";"dauphin";546.47900390625;"l";1
10;"testing";"VI";"animal";"loup";774.923095703125;"l";1
10;"testing";"VI";"animal";"moustique";590.074035644531;"l";1
10;"testing";"VI";"animal";"pigeon";758.414978027344;"l";1
10;"testing";"VI";"animal";"pivert";645.684020996094;"l";1
10;"testing";"VI";"animal";"serpent";775.944946289062;"l";1
10;"testing";"New";"animal";"mouette";530.112976074219;"l";1
10;"testing";"New";"animal";"otarie";587.518005371094;"l";1
10;"testing";"New";"animal";"tigre";1008.76593017578;"l";1
10;"testing";"New";"animal";"cerf";1088.18298339844;"l";1
10;"testing";"New";"animal";"cheval";573.688049316406;"l";1
10;"testing";"New";"animal";"corbeau";469.744934082031;"l";1
10;"testing";"New";"animal";"hippopotame";971.163024902344;"l";1
10;"testing";"New";"animal";"mouche";708.713073730469;"l";1
10;"testing";"New";"animal";"ours";486.263977050781;"l";1
10;"testing";"New";"animal";"poussin";594.407104492188;"l";1
10;"testing";"New";"animal";"chat";575.051086425781;"l";1
10;"testing";"New";"animal";"coq";645.976806640625;"l";1
10;"testing";"New";"animal";"grillon";584.703186035156;"l";1
10;"testing";"New";"animal";"lion";634.653076171875;"l";1
10;"testing";"New";"animal";"panda";583.590026855469;"l";1
10;"testing";"New";"animal";"perroquet";1399.24816894531;"l";1
10;"testing";"New";"animal";"vache";531.889892578125;"l";1
10;"testing";"New";"animal";"chevre";934.5390625;"l";1
10;"testing";"New";"animal";"chimpanze";666.192993164062;"l";1
10;"testing";"New";"animal";"crocodile";672.457214355469;"l";1
10;"testing";"New";"animal";"dinde";509.1650390625;"l";1
10;"testing";"V";"object";"agraffeuse";487.5791015625;"s";1
10;"testing";"V";"object";"ambulance";639.136779785156;"s";1
10;"testing";"V";"object";"batterie";528.677001953125;"s";1
10;"testing";"V";"object";"guitarelec";958.992980957031;"s";1
10;"testing";"V";"object";"marteau";838.471862792969;"s";1
10;"testing";"V";"object";"saxophone";689.722045898438;"s";1
10;"testing";"V";"object";"sifflet";877.490966796875;"s";1
10;"testing";"VA";"object";"canette";623.453125;"s";1
10;"testing";"VA";"object";"flute";722.601196289062;"s";1
10;"testing";"VA";"object";"gong";823.736206054688;"s";1
10;"testing";"VA";"object";"imprimante";482.201110839844;"s";1
10;"testing";"VA";"object";"moto";1022.74896240234;"s";1
10;"testing";"VA";"object";"piano";1145.39819335938;"s";1
10;"testing";"VA";"object";"tondeuse";556.77197265625;"s";1
10;"testing";"VI";"object";"aspirateur";652.962951660156;"s";1
10;"testing";"VI";"object";"ciseaux";491.782897949219;"s";1
10;"testing";"VI";"object";"cloche";701.631042480469;"s";1
10;"testing";"VI";"object";"cornemuse";1200.72790527344;"s";1
10;"testing";"VI";"object";"harpe";587.792846679688;"s";1
10;"testing";"VI";"object";"helicoptere";722.1669921875;"s";1
10;"testing";"VI";"object";"telephone";1053.43908691406;"s";1
10;"testing";"New";"object";"tronconneuse";545.608032226562;"s";1
10;"testing";"New";"object";"train";567.074035644531;"s";1
10;"testing";"New";"object";"triangle";731.104858398438;"s";1
10;"testing";"New";"object";"allumette";1249.25183105469;"s";1
10;"testing";"New";"object";"balai";885.247009277344;"s";1
10;"testing";"New";"object";"perceuse";455.521118164062;"s";1
10;"testing";"New";"object";"police";497.195953369141;"s";1
10;"testing";"New";"object";"reveil";619.68896484375;"s";1
10;"testing";"New";"object";"trompette";640.598999023438;"s";1
10;"testing";"New";"object";"xylophone";1214.9638671875;"s";1
